no,query,category,lifestyle_category,sub_category,phase,intent,type,type_reason,language,is_new,phase_n,cluster
152,羽田空港第3ターミナルで一番おすすめのSIMカード自販機はどこ？,通信・eSIM,,existing_master,移動中,おすすめ,B,購入・比較・設定クエリ（おすすめ）。直接CV可能,ja,N,transit,P2_比較
153,成田空港の到着ロビーにあるポケットWi-Fiレンタルカウンターの営業時間は？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
154,関空で深夜に到着した際、eSIMのアクティベーションサポートは受けられる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（アクティベーション）。直接CV可能,ja,N,transit,C2_設定・機種
155,Visit Japan Webの画面を出すために、機内モード解除後すぐに空港Wi-Fiに繋ぐ方法は？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
156,空港でSIMカードを買うのと、韓国の空港で事前に買っておくのはどちらがお得？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
157,台湾で買ったローミングSIMと日本の空港で買うSIM、通信速度の違いは？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
158,タイのAIS SIM2Flyと日本の空港で買うeSIM、どちらが設定が簡単？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
159,インドネシアのスマホ（SIMロックあり）で、日本の空港のポケットWi-Fiは使える？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
160,空港のSIM自販機でクレジットカードが弾かれた時の対処法は？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
161,eSIMの設定プロファイルを日本到着前にインストールしても問題ない？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,C2_設定・機種
162,空港から東京駅までのバス移動中、ポケットWi-Fiの電波は途切れない？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
163,成田空港で受け取れる無制限データプランのSIMカードのおすすめは？,通信・eSIM,,existing_master,移動中,おすすめ,B,購入・比較・設定クエリ（おすすめ）。直接CV可能,ja,N,transit,P2_比較
164,羽田空港でポケットWi-Fiを借りる際、デポジット（保証金）は必要？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
165,空港のフリーWi-Fiを使ってUberやタクシーアプリを呼ぶことはできる？,通信・eSIM,,existing_master,移動中,知りたい,C,一般知識クエリ（とは）。AI完全代替可能,ja,N,transit,P2_比較
166,eSIMのアクティベーションに空港のフリーWi-Fiは必須？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（アクティベーション）。直接CV可能,ja,N,transit,P2_比較
167,空港で買ったSIMカードのAPN設定が分からない場合、誰に聞けばいい？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
168,ポケットWi-Fiのルーターが空港で受け取った時点で充電されていないことはある？,通信・eSIM,,existing_master,移動中,トラブル解決,C,一般知識クエリ（とは）。AI完全代替可能,ja,N,transit,P2_比較
169,空港のSIMカウンターは日本語が話せなくても英語で対応してもらえる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
170,到着後すぐにインスタグラムに動画をアップしたいが、空港Wi-Fiの速度で足りる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P3_JPIP差別化
171,eSIMと物理SIM、空港での入国審査待ちの間に設定しやすいのはどちら？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
172,成田空港第1ターミナルと第2ターミナルで、Wi-Fiレンタルの受け取りやすさに違いはある？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
173,空港でSIMカードを購入する際、アクティベーション完了までどのくらい時間がかかる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（アクティベーション）。直接CV可能,ja,N,transit,P2_比較
174,ポケットWi-Fiの受け取り場所が空港内で見つからない場合、どうやって探す？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
175,空港のフリーWi-Fiは1回の接続で何時間使える？再接続は可能？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
176,eSIMのデータ容量が空港からホテルへの移動中になくなってしまったらどうする？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
177,羽田空港で深夜にSIMカードを受け取れるロッカー受け取りサービスの使い方,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（使い方）。直接CV可能,ja,N,transit,P2_比較
178,空港でレンタルしたポケットWi-Fiのパスワードが間違っていると表示される時の対処法,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
179,家族4人で別々に行動する可能性がある場合、空港でポケットWi-Fi1台かeSIM4つかどちらが良い？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
180,空港のSIM自販機で買えるSIMカードの有効期限はいつからカウントされる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
181,入国審査前に空港のフリーWi-Fiに繋いで家族に無事到着したと連絡できる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
182,eSIMの対応機種かどうかを空港に到着してから確認する方法はある？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
183,空港でSIMカードを買う際、現金（日本円）しか使えないカウンターはある？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（使えない）。直接CV可能,ja,N,transit,P2_比較
184,ポケットWi-Fiのポーチに入っている充電器は日本のコンセント用？変換プラグは必要？,通信・eSIM,,existing_master,移動中,知りたい,A,情報提供クエリ（ポケットwi-fi）。権威構築・AI引用狙い,ja,N,transit,P2_比較
185,空港のフリーWi-Fiを使ってeSIMを購入・ダウンロードすることは可能？,通信・eSIM,,existing_master,移動中,やり方,C,一般知識クエリ（とは）。AI完全代替可能,ja,N,transit,P2_比較
186,成田空港からスカイライナーに乗る際、駅のホームでも空港Wi-Fiは繋がる？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
187,空港で買ったSIMカードが自分のスマホの周波数帯（バンド）に合わない場合の返金対応は？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
188,羽田空港の到着ロビーで一番空いているSIMカード販売店はどこ？,通信・eSIM,,existing_master,移動中,おすすめ,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
189,ポケットWi-Fiを空港で借りる際、保険（安心補償）には加入するべき？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
190,空港到着後、eSIMの電波が3Gのまま4G/5Gにならない時の解決方法は？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（解決）。直接CV可能,ja,N,transit,P2_比較
191,韓国のNaverブログでよくおすすめされている日本の空港受け取りWi-Fi業者はどこ？,通信・eSIM,,existing_master,移動中,おすすめ,B,購入・比較・設定クエリ（おすすめ）。直接CV可能,ja,N,transit,P2_比較
192,台湾のPTTで話題になっている、日本の空港で買える格安SIMカードは？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（格安）。直接CV可能,ja,N,transit,P2_比較
193,タイのPantipで推奨されている、日本到着時のeSIM設定のコツは？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,C2_設定・機種
194,空港のフリーWi-Fiを使ってGoogleマップでホテルまでの行き方を調べる手順,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
195,空港でSIMカードを買うのと、自国の通信会社の国際ローミングを使うのはどちらが安い？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（安い）。直接CV可能,ja,N,transit,P2_比較
196,ポケットWi-Fiの受け取り時にパスポート以外の身分証明書は必要？,通信・eSIM,,existing_master,移動中,知りたい,A,情報提供クエリ（ポケットwi-fi）。権威構築・AI引用狙い,ja,N,transit,P2_比較
197,空港のSIMカウンターが長蛇の列だった場合、諦めて市内で買うべき？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
198,eSIMの設定で「モバイル通信プランを追加できません」と出た時の空港での対処法,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
199,成田空港の第3ターミナル（LCC）にSIMカード売り場やWi-Fi受け取りカウンターはある？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
200,空港でレンタルしたポケットWi-Fiを紛失した場合のペナルティと対処法は？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
201,空港のWi-Fiに繋ぐとセキュリティ警告が出るが、そのまま使って大丈夫？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
202,eSIMのQRコードが読み込めない場合、手動で設定する情報を空港でどうやって調べる？,通信・eSIM,,existing_master,移動中,トラブル解決,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
203,羽田空港でSIMカードを買う場合、設定までやってくれる店舗はどこ？,通信・eSIM,,existing_master,移動中,おすすめ,B,購入・比較・設定クエリ（設定）。直接CV可能,ja,N,transit,P2_比較
204,ポケットWi-Fiの受け取りカウンターは深夜何時まで開いている？,通信・eSIM,,existing_master,移動中,知りたい,A,情報提供クエリ（ポケットwi-fi）。権威構築・AI引用狙い,ja,N,transit,P2_比較
205,空港で買ったSIMカードのデータ残量を確認する方法は？,通信・eSIM,,existing_master,移動中,やり方,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
206,eSIMとポケットWi-Fi、空港からレンタカーで移動する場合どちらが便利？,通信・eSIM,,existing_master,移動中,比較,B,購入・比較・設定クエリ（空港）。直接CV可能,ja,N,transit,P2_比較
207,成田空港のフリーWi-FiはVPNを使わないとLINEが使えないって本当？,通信・eSIM,,existing_master,移動中,知りたい,B,購入・比較・設定クエリ（使えない）。直接CV可能,ja,N,transit,P3_JPIP差別化
